DIRECTORIO;P424;P4030;P4030S1;P4030S1A1;P4030S5;P4030S3;P4030S4;P4030S4A1;P4030S2;DIA_REF;REGION;CLASE;F_EXP
1027506;2; ;1;2;1;1;1;2;1;5;2;1;384,88794
1027507;2; ;1;2;1;1;1;2;1;5;2;1;329,0766668
1027508;1; ;1;3;1;1;1;3;1;5;5;1;390,7849279
1027509;2; ;1;2;1;1;1;2;1;5;2;1;426,5878868
1027510;1; ;1;2;1;1;1;2;2;6;2;1;363,3084557
1027512;2; ;1;3;1;1;1;3;1;6;5;1;158,7628068
1027513;2; ;1;2;1;1;1;2;1;6;2;1;531,8321003
1027514;2; ;1;2;1;1;1;2;2;6;2;1;546,0251275
1027515;2; ;1;2;1;1;1;3;1;6;5;1;180,4509398
1027517;2; ;1;3;1;1;1;3;1;6;5;1;178,2563611
1027518;2; ;1;3;1;1;1;3;1;6;5;1;173,0898076
1027519;2; ;1;2;1;1;1;3;1;6;5;1;194,9433503
1027522;2; ;1;3;1;1;1;3;1;6;5;1;168,0886638
1027524;1; ;1;2;1;1;1;2;1;6;2;1;442,9556151
1027525;1; ;1;2;1;1;1;3;1;6;5;1;155,7512714
1027527;1; ;1;1;1;1;1;3;1;6;5;1;175,3473109
1027528;1; ;1;2;1;1;1;3;1;6;5;1;242,1410759
1027530;2; ;1;3;1;1;1;3;1;6;5;1;137,0500332
1027534;1; ;1;3;1;1;1;3;1;6;5;1;190,4514663
1027536;1; ;1;3;1;1;1;3;1;6;5;1;159,5733656
1027537;1; ;1;2;1;1;1;3;1;6;5;1;200,6914938
1027538;1; ;1;2;1;1;1;3;2;6;5;1;207,2807427
1027539;1; ;1;5;2;2;1;7;2;6;6;1;15,84418563
1027540;1; ;1;4;2;2;1;3;2;7;6;1;7,486631404
1027541;2; ;1;4;2;2;1;7;2;7;6;1;9,271779491
1027542;2; ;1;3;1;1;1;3;1;6;5;1;181,0954544
1027543;1; ;1;3;1;1;1;3;1;6;5;1;162,8676313
1027545;1; ;1;3;1;1;1;3;1;7;5;1;363,3174634
1027546;1; ;1;3;1;1;1;3;1;7;5;1;266,2823542
1027547;2; ;1;3;1;1;1;2;1;7;2;1;229,3792016
1027549;2; ;1;3;1;1;1;3;1;7;5;1;270,1035409
1027550;1; ;1;3;1;1;1;3;1;7;5;1;264,4960369
1027551;2; ;1;3;1;1;1;2;1;7;2;1;498,700732
1027552;1; ;1;2;1;1;1;2;1;7;2;1;506,8369017
1027554;2; ;1;3;1;1;1;2;1;7;2;1;556,8435824
1027555;1; ;1;2;2;2;1;3;2;7;6;1;10,09117433
1027556;1; ;1;2;1;1;1;2;1;7;2;1;498,700732
1027557;2; ;1;3;2;2;1;3;2;1;6;1;8,261761794
1027560;2; ;1;2;2;2;1;3;2;7;6;1;8,475725894
1027562;2; ;1;3;1;1;1;3;1;7;5;1;303,0321399
1027563;2; ;1;3;2;2;1;3;2;7;6;1;8,323323647
1027564;1; ;1;3;1;1;1;2;1;7;2;1;213,0771061
1027565;1; ;1;1;1;2;1;3;1;7;1;1;277,0909712
1027568;1; ;1;3;1;1;1;3;1;7;1;1;393,7019889
1027569;2; ;1;3;2;2;1;3;2;7;6;1;9,899032607
1027570;2; ;1;3;1;1;1;3;1;7;1;1;213,6648341
1027571;2; ;1;3;1;1;1;3;1;7;1;1;162,2619213
1027572;2; ;1;3;1;1;1;3;1;7;5;1;233,1129113
1027573;2; ;1;2;1;1;1;2;1;7;2;1;505,6149984
1027574;2; ;1;3;1;1;1;3;1;7;1;1;174,5602337
1027575;1; ;1;2;1;1;1;3;1;7;5;1;352,1624723
1027576;1; ;1;3;1;1;1;3;1;7;1;1;151,7767239
1027578;2; ;1;3;1;1;1;3;1;7;5;1;285,6198981
1027579;2; ;1;3;1;1;1;3;1;7;5;1;285,3790543
1027580;2; ;1;3;1;1;1;3;1;7;5;1;326,4317144
1027582;2; ;1;2;1;1;1;2;1;7;2;1;219,6764882
1027583;2; ;1;3;1;1;1;3;1;7;5;1;270,1035409
1027584;2; ;1;2;1;1;1;3;1;7;5;1;389,071181
1027585;1; ;1;1;1;2;1;3;1;7;1;1;348,4507019
1027586;1; ;1;2;1;1;1;3;1;3;5;1;414,4002276
1027588;2; ;1;2;1;1;1;3;1;1;5;1;431,1447305
1027593;2; ;1;2;1;1;1;2;2;7;2;1;414,6330075
1027594;2; ;1;3;1;1;1;3;1;7;5;1;285,6198981
1027595;2; ;1;2;1;1;1;2;1;7;2;1;391,5085774
1027596;2; ;1;2;1;1;1;2;1;7;2;1;322,6322444
1027597;2; ;1;6;1;1;1;2;1;7;2;1;368,1711267
1027598;2; ;1;1;1;1;1;3;1;7;5;1;359,3603134
1027600;2; ;1;3;1;1;1;3;1;7;5;1;372,8720172
1027602;2; ;1;1;1;1;1;3;1;7;5;1;335,8813877
1027603;2; ;1;3;1;1;1;3;1;7;5;1;253,7550848
1027605;2; ;1;1;1;2;1;3;1;1;1;1;313,4077431
1027606;2; ;1;2;1;1;1;3;1;8;5;1;674,5747233
1027607;1; ;1;2;1;2;1;3;1;1;1;1;525,2051149
1027609;1; ;1;1;1;2;1;3;1;1;1;1;394,966301
1027610;1; ;1;1;1;2;1;3;1;1;1;1;363,0637572
1027612;1; ;1;2;1;2;1;3;1;1;1;1;198,4777266
1027613;1; ;1;1;1;2;1;3;1;1;1;1;320,9855972
1027617;1; ;1;2;1;1;1;2;1;1;2;1;216,9808859
1027618;2; ;1;2;1;1;1;2;1;1;2;1;247,2369394
1027619;2; ;1;2;1;1;1;3;1;1;5;1;466,6301028
1027620;2; ;1;6;1;1;1;2;1;1;2;1;578,2217648
1027621;2; ;1;6;1;1;1;2;1;1;2;1;433,352377
1027623;2; ;1;3;1;1;1;2;1;1;2;1;657,6007675
1027624;1; ;1;3;1;1;1;2;1;1;2;1;440,3751834
1027625;1; ;1;2;1;2;1;3;1;1;1;1;306,2711601
1027626;1; ;1;1;1;2;1;3;1;1;1;1;306,2711601
1027629;1; ;1;3;1;1;1;2;1;1;2;1;319,9464694
1027631;2; ;1;2;1;1;1;2;2;1;2;1;400,4396592
1027632;2; ;1;2;2;2;1;7;2;2;6;1;13,04583481
1027633;1; ;1;3;2;2;1;3;2;1;6;1;5,5796088
1027634;2; ;1;2;1;1;1;2;2;1;2;1;451,8875941
1027635;2; ;1;3;1;1;1;2;2;1;2;1;452,9384596
1027637;2; ;1;2;1;1;1;3;1;1;5;1;393,6907732
1027639;2; ;1;2;1;1;1;2;2;1;2;1;400,4396592
1027641;2; ;1;3;1;1;1;2;2;1;2;1;574,9194722
1027642;1; ;1;3;1;1;1;3;1;1;5;1;462,9786133
1027643;1; ;1;2;1;1;1;2;1;1;2;1;285,4643243
1027644;2; ;1;2;1;2;1;2;2;6;6;1;17,39444641
1027645;2; ;1;2;1;1;1;2;1;1;2;1;437,3125249
1027646;2; ;1;2;1;1;1;2;1;1;2;1;206,5384155
1027647;2; ;1;2;1;1;1;2;1;1;2;1;435,5212383
1027648;2; ;1;2;1;1;1;2;1;1;2;1;308,7923606
1027649;2; ;1;3;1;1;1;2;2;1;2;1;400,9826087
1027650;2; ;1;2;1;1;1;3;1;1;5;1;431,1447305
1027651;2; ;1;1;1;1;1;3;1;1;5;1;431,4668407
1027652;1; ;1;3;1;1;1;3;1;1;5;1;689,2002028
1027653;2; ;1;6;1;1;1;2;1;1;2;1;456,9577797
1027655;2; ;1;2;1;1;1;3;1;1;5;1;419,4486677
1027656;2; ;1;2;1;1;1;3;1;3;5;1;359,5526783
1027658;2; ;1;2;1;1;1;3;2;2;6;1;8,3694132
1027659;1; ;1;1;1;2;1;3;2;2;1;1;391,7783927
1027661;1; ;1;1;1;2;2; ;1;2;1;1;378,524454
1027662;2; ;1;3;1;1;1;2;2;2;2;1;792,9201773
1027663;1; ;1;3;1;1;1;2;1;2;2;1;287,6990301
1027664;1; ;1;2;2;2;1;3;2;2;6;1;10,39394321
1027665;2; ;1;2;2;1;1;7;2;2;6;1;10,48628599
1027666;1; ;1;1;1;2;2; ;2;2;1;1;410,1478374
1027667;1; ;1;1;1;2;1;3;1;2;1;1;417,1124862
1027668;1; ;1;1;1;2;2; ;1;2;1;1;341,5372058
1027670;1; ;1;1;1;2;1;3;1;2;1;1;400,7383646
1027676;2; ;1;3;1;1;1;2;1;2;2;1;292,2723527
1027677;1; ;1;4;1;1;1;3;1;2;1;1;173,3432883
1027678;1; ;1;2;1;1;1;2;1;2;2;1;482,6841101
1027680;1; ;1;1;1;2;1;3;2;2;1;1;397,9634619
1027681;1; ;1;1;1;2;1;1;1;2;1;1;334,8333851
1027682;1; ;1;4;1;1;1;3;1;2;1;1;202,3316233
1027683;2; ;1;3;1;1;1;3;1;4;5;1;384,0286039
1027685;1; ;1;1;1;2;1;1;1;2;1;1;354,7911445
1027686;1; ;1;2;1;1;1;2;1;2;2;1;422,0321334
1027687;1; ;1;2;1;1;1;2;1;2;2;1;408,9984144
1027688;1; ;1;1;1;2;2; ;1;2;1;1;419,486571
1027691;3; ;1;2;2;2;1;7;2;1;6;1;9,081156631
1027693;2; ;1;2;1;1;1;2;1;2;2;1;377,6610999
1027694;2; ;1;2;2;2;1;7;2;3;6;1;13,04583481
1027695;2; ;1;2;1;1;1;3;1;2;5;1;806,9693808
1027696;1; ;1;3;1;1;1;3;1;2;5;1;745,7440345
1027699;2; ;1;2;1;1;1;3;1;2;5;1;768,4819415
1027700;2; ;1;2;1;1;1;2;2;2;2;1;694,8420422
1027702;2; ;1;3;1;1;1;2;2;2;2;1;697,8419894
1027704;2; ;1;1;1;1;1;3;1;2;5;1;701,7118719
1027706;2; ;1;1;1;1;1;3;1;2;5;1;650,57813
1027707;2; ;1;1;1;1;1;3;1;2;5;1;570,7581086
1027711;2; ;1;2;1;1;1;2;1;3;2;1;260,1137444
1027712;2; ;1;2;1;1;1;2;1;3;2;1;244,3464792
1027715;2; ;1;4;1;1;1;3;1;3;1;1;290,0715521
1027716;2; ;1;4;1;1;1;3;1;3;1;1;177,7750013
1027717;2; ;1;2;1;1;1;2;1;3;2;1;297,5572268
1027720;1; ;1;6;1;1;1;2;1;3;2;1;244,703169
1027721;2; ;1;3;1;1;1;3;1;3;5;1;527,8318166
1027723;1; ;1;2;1;1;1;3;2;3;4;2;574,0839008
1027724;1; ;1;6;1;1;1;2;1;3;2;1;166,3726345
1027728;2; ;1;4;1;1;1;3;1;3;1;1;238,9024705
1027729;1; ;1;3;1;1;1;2;1;3;2;1;213,1406811
1027730;2; ;1;2;1;1;1;2;1;3;2;1;333,670681
1027731;2; ;1;2;1;1;1;2;1;3;2;1;279,1921755
1027732;2; ;1;2;1;1;1;3;1;3;5;1;449,7120487
1027737;2; ;1;2;1;1;1;2;2;3;2;1;392,7592865
1027738;2; ;1;2;1;1;1;2;2;3;2;1;473,711503
1027739;2; ;1;2;1;1;1;3;1;2;4;2;542,8101607
1027740;2; ;1;2;1;1;1;3;2;3;4;2;310,1759398
1027741;1; ;1;1;1;1;1;3;1;3;5;1;443,9619015
1027742;2; ;1;2;1;1;1;2;2;3;2;1;346,4781656
1027744;2; ;1;3;1;1;1;3;1;3;5;1;414,4002276
1027749;2; ;1;2;1;1;1;2;2;3;2;1;339,8032769
1027750;2; ;1;2;1;1;1;3;1;3;4;2;266,6399787
1027751;1; ;1;1;1;1;1;3;1;3;5;1;456,6824353
1027754;2; ;1;3;1;1;1;3;1;3;5;1;432,3791998
1027755;1; ;1;3;1;1;1;3;1;8;1;1;209,9861749
1027756;2; ;1;2;1;1;1;3;1;8;5;1;713,6858524
1027757;2; ;1;2;2;2;1;7;2;8;6;1;11,88313923
1027758;1; ;1;1;1;2;1;3;2;8;1;2;380,2511015
1027759;2; ;1;2;1;1;1;3;1;8;5;1;600,7758477
1027762;1; ;1;1;1;2;1;3;1;8;1;2;223,1700064
1027764;1; ;1;1;1;2;1;3;2;8;1;2;204,224478
1027766;1; ;1;1;1;2;1;3;1;8;1;2;310,2942453
1027769;1; ;1;1;1;2;1;3;1;8;1;2;173,7160067
1027770;1; ;1;2;1;2;1;3;1;8;1;2;165,3721966
1027771;1; ;1;1;1;2;1;3;1;8;1;2;256,6905252
1027772;2; ;1;2;1;1;1;2;1;8;2;1;578,6734869
1027774;2; ;1;2;1;1;1;3;2;8;4;2;3835,52795
1027775;1; ;1;2;1;1;1;2;1;8;2;1;580,3700225
1027777;1; ;1;2;1;1;1;2;2;8;2;1;514,2136014
1027778;2; ;1;3;1;1;1;2;1;8;2;1;580,2601096
1027779;1; ;1;3;1;1;1;2;1;8;2;1;234,9951119
1027780;1; ;1;2;1;1;1;2;1;8;2;1;496,2521406
1027782;1; ;1;2;1;2;1;3;1;8;1;1;571,5477568
1027783;2; ;1;3;1;1;1;3;1;8;1;1;440,6068101
1027784;1; ;1;3;1;1;1;3;1;8;1;1;364,7116064
1027785;1; ;1;3;1;1;1;2;1;8;2;1;302,4773117
1027786;1; ;1;2;1;2;1;2;1;8;1;1;403,717275
1027788;2; ;1;2;1;1;1;2;2;8;2;1;613,8148077
1027789;1; ;1;2;1;1;1;2;2;8;2;1;688,8136327
1027790;1; ;1;2;1;1;1;2;2;8;2;1;477,6186301
1027791;2; ;1;2;1;1;1;2;2;8;2;1;582,3257091
1027792;2; ;1;2;1;1;1;3;1;5;5;1;521,2615671
1027794;1; ;1;1;1;2;2; ;2;8;2;1;334,2771837
1027795;2; ;1;1;1;2;2; ;2;8;2;1;288,381028
1027796;2; ;1;2;1;1;1;3;1;8;5;1;644,7345871
1027797;1; ;1;3;1;1;1;3;1;8;5;1;572,9694091
1027798;2; ;1;2;1;1;1;2;1;8;2;1;572,325074
1027799;2; ;1;2;1;1;1;3;1;8;5;1;490,2766755
1027800;1; ;1;2;1;1;1;2;1;8;2;1;297,3517276
1027802;2; ;1;1;1;1;1;3;1;8;5;1;502,9144804
1027804;2; ;1;1;1;1;1;3;1;5;1;1;103,7004064
1027806;1; ;1;2;1;1;1;2;1;5;2;1;623,8147088
1027807;1; ;1;1;2;2;1;2;1;5;1;2;158,8952598
1027808;2; ;1;1;1;2;1;3;1;5;1;1;431,4059606
1027809;1; ;1;2;1;2;1;3;1;5;1;2;86,75467995
1027810;1; ;1;1;1;2;1;3;1;6;1;1;237,9948084
1027811;2; ;1;2;1;1;1;3;1;5;2;1;238,4799248
1027812;2; ;1;2;1;1;1;3;1;5;2;1;295,3910883
1027815;1; ;1;1;1;2;1;3;2;5;1;2;192,8735331
1027816;1; ;1;1;1;2;1;3;1;5;1;2;179,8449213
1027817;2; ;1;2;1;1;1;2;1;5;2;1;482,1056448
1027819;1; ;1;2;1;1;1;3;1;5;2;1;247,4591904
1027820;2; ;1;2;1;1;1;2;1;5;2;1;511,8852566
1027821;1; ;1;1;1;2;1;3;2;5;1;1;319,5720586
1027822;1; ;1;1;1;2;1;1;2;5;1;1;330,761794
1027823;2; ;1;2;1;1;1;2;1;5;2;1;358,8679947
1027824;2; ;1;3;1;1;1;3;1;5;1;1;252,87388
1027825;2; ;1;3;1;1;1;2;1;8;2;1;294,1305739
1027829;1; ;1;1;1;2;1;3;1;5;1;1;367,3754612
1027830;1; ;1;1;1;2;1;1;1;5;1;1;284,3612395
1027832;1; ;1;1;1;1;1;2;2;5;2;1;611,2717239
1027834;1; ;1;1;1;2;1;3;2;5;1;1;335,9835842
1027835;1; ;1;1;2;2;1;3;2;5;1;1;368,3416086
1027836;1; ;1;1;1;2;1;3;1;5;1;1;281,3639938
1027837;1; ;1;1;1;1;1;2;2;5;2;1;660,3031103
1027838;2; ;1;1;1;1;1;2;1;5;2;1;660,3031103
1027839;1; ;1;3;1;1;1;2;1;5;2;1;420,3024118
1027840;2; ;1;2;1;1;1;2;2;5;2;1;341,3700448
1027841;2; ;1;2;1;1;1;3;1;5;5;1;530,5952356
1027844;1; ;1;2;1;1;1;2;2;5;2;1;539,7739266
1027845;1; ;1;2;1;1;1;2;2;5;2;1;753,5060164
1027847;1; ;1;2;1;1;1;2;2;6;2;1;577,0957927
1027848;2; ;1;1;1;1;1;3;1;5;5;1;508,9863838
1027851;1; ;1;1;1;2;1;2;1;6;1;1;171,816364
1027852;2; ;1;1;1;1;1;2;1;6;2;1;683,1099507
1027854;1; ;1;1;2;2;2; ;2;6;1;1;231,7652041
1027855;1; ;1;2;1;1;1;3;1;6;2;1;282,7531303
1027857;2; ;1;2;1;1;1;3;1;6;2;1;270,9540663
1027858;2; ;1;2;1;1;1;3;1;6;5;1;173,4004511
1027859;1; ;1;1;1;2;1;3;1;6;1;1;290,5271117
1027860;1; ;1;1;1;2;1;2;1;6;1;1;309,6275634
1027862;1; ;1;1;1;2;1;3;1;6;1;1;185,4954095
1027863;1; ;1;2;1;2;1;3;1;6;1;1;116,1543702
1027864;2; ;1;2;1;1;1;2;1;6;2;1;397,7168912
1027866;2; ;1;2;1;1;1;3;1;6;5;1;186,7547924
1027867;3; ;1;2;1;1;1;3;1;6;2;1;215,6381499
1027868;1; ;1;2;1;1;1;2;1;6;2;1;326,5178954
1027870;1; ;1;1;1;2;1;3;1;6;1;1;195,28233
1027871;3; ;1;2;1;1;1;3;1;6;2;1;215,3461657
1027872;2; ;1;2;1;1;1;2;1;6;2;1;569,1020955
1027874;2; ;1;2;1;1;1;2;1;6;2;1;536,0242658
1027876;2; ;1;3;1;1;1;3;1;6;1;1;143,6139978
1027877;1; ;1;1;2;2;2; ;2;6;1;1;223,9487306
1027878;1; ;1;2;1;1;1;2;1;6;2;1;302,2238731
1027880;2; ;1;3;1;1;1;3;1;6;1;1;151,1552383
1027881;2; ;1;4;1;1;1;3;1;6;1;1;159,2210318
1027882;2; ;1;2;1;1;1;3;1;6;5;1;215,6866414
1027883;1; ;1;2;1;2;1;3;1;6;1;1;111,3448661
1027884;1; ;1;1;1;1;1;3;1;6;1;1;109,7740763
1027885;1; ;1;1;1;2;1;3;1;6;1;1;180,8385244
1027886;2; ;1;2;1;1;1;3;1;6;5;1;148,4389202
1027887;2; ;1;4;1;1;1;3;1;6;1;1;213,826545
1027889;1; ;1;1;1;2;1;3;1;6;1;1;178,9324366
1027890;2; ;1;2;1;1;1;3;1;6;5;1;211,2150681
1027891;2; ;1;2;1;1;1;3;1;6;5;1;265,0236937
1027892;1; ;1;3;1;1;1;2;1;6;2;1;240,1431752
1027894;2; ;1;2;1;1;1;3;1;6;5;1;202,5019167
1027895;2; ;1;2;1;1;1;3;1;6;5;1;210,3336148
1027897;2; ;1;2;1;1;1;3;1;6;5;1;181,9082861
1027901;2; ;1;2;1;1;1;3;1;6;5;1;166,691564
1027903;1; ;1;2;1;1;1;2;1;7;2;1;259,4107607
1027905;2; ;1;1;2;2;1;3;2;7;6;1;28,00002403
1027929;2; ;1;1;1;1;1;3;1;1;2;1;510,2777103
1027933;1; ;1;1;1;1;1;1;2;7;2;1;481,215671
1027936;1; ;1;1;2;2;2; ;2;2;1;2;240,300426
1027937;1; ;1;1;2;2;1;3;2;3;2;2;302,3591812
1027938;1; ;1;1;2;2;2; ;2;3;1;2;363,581961
1027939;1; ;1;1;2;2;2; ;2;4;1;2;347,6126354
1027942;1; ;1;1;2;2;2; ;2;4;1;2;348,9643017
1027949;1; ;1;1;1;1;1;3;1;8;2;1;177,8464182
1027951;1; ;1;2;1;1;1;3;1;2;2;1;348,2211884
1027953;1; ;1;1;1;2;2; ;2;2;1;2;126,21236
1027954;1; ;1;1;1;2;2; ;2;2;1;2;365,8175022
1027967;2; ;1;1;1;2;2; ;2;3;1;2;277,4064705
1027970;2; ;1;2;1;1;1;3;2;3;2;1;165,8756587
1027974;1; ;1;1;1;2;1;3;1;5;1;1;155,4340017
1027979;2; ;1;1;1;1;1;3;1;6;2;1;162,9689816
1028003;1; ;1;2;1;1;1;2;1;7;2;1;165,3841737
1028004;1; ;1;2;1;1;1;3;1;7;2;1;281,4069273
1028132;1; ;1;1;1;2;1;3;1;5;1;1;138,6694019
1028139;2; ;1;1;1;2;1;3;1;6;1;1;129,000666
1028151;2; ;1;2;1;1;1;3;1;7;2;1;242,3453626
1028152;1; ;1;1;1;1;1;3;1;7;4;1;475,2131334
1028156;2; ;1;1;1;1;1;3;2;7;4;1;670,9263225
1028157;2; ;1;2;1;1;1;3;2;7;4;1;506,2473563
1028159;2; ;1;1;2;2;1;3;1;7;4;1;634,6613796
1028160;2; ;1;1;1;1;1;3;1;7;4;1;408,1537302
1028162;1; ;1;1;1;1;1;2;1;7;2;1;430,0732308
1028163;1; ;1;2;1;1;1;3;1;7;2;1;147,303246
1028165;1; ;1;3;1;1;1;3;1;7;2;1;183,9000657
1028166;1; ;1;1;1;1;1;2;1;7;2;1;408,8495522
1028169;1; ;1;1;1;1;1;3;1;1;4;1;493,8551068
1028170;1; ;1;1;1;1;1;3;2;7;4;1;489,2581486
1028172;1; ;1;1;1;1;1;3;1;1;4;1;594,6969811
1028173;2; ;1;1;1;1;1;3;1;1;4;1;770,0910926
1028174;1; ;1;1;1;1;1;3;2;7;4;1;628,4087128
1028175;1; ;1;1;1;1;1;3;2;1;4;1;578,7485507
1028178;1; ;1;1;1;1;1;2;1;1;2;1;367,314671
1028181;1; ;1;4;1;1;1;3;2;1;4;1;463,4991574
1028182;1; ;1;2;1;1;1;3;2;1;2;1;98,17237966
1028199;1; ;1;2;1;1;1;3;1;2;2;1;78,56357548
1028200;2; ;1;3;1;1;1;3;2;2;4;1;454,0207066
1028201;2; ;1;3;1;1;1;3;1;2;4;1;1066,745905
1028202;2; ;1;3;1;1;1;3;1;2;4;1;999,6642587
1028203;2; ;1;3;1;1;1;3;1;2;4;1;715,9771174
1028204;1; ;1;3;1;1;1;3;1;2;4;1;639,5229496
1028205;1; ;1;1;1;1;1;2;1;2;2;1;598,4389192
1028206;1; ;1;4;1;1;1;3;2;2;4;1;415,0771733
1028207;1; ;1;1;1;1;1;2;1;3;2;1;444,9551897
1028208;2; ;1;2;1;1;1;3;1;3;4;1;1087,077657
1028210;2; ;1;3;1;1;1;3;1;3;4;1;914,1655014
1028211;2; ;1;2;1;1;1;3;1;3;2;1;233,1295283
1028212;1; ;1;4;1;1;1;3;2;3;4;1;741,2653115
1028213;1; ;1;4;1;1;1;3;2;3;4;1;489,2720185
1028214;2; ;1;3;1;1;1;3;1;4;4;1;870,5393579
1028215;1; ;1;4;1;1;1;3;2;4;4;1;387,1917168
1028216;2; ;1;2;1;1;1;3;1;3;4;1;1109,090182
1028217;2; ;1;2;1;1;1;3;1;4;4;1;568,1058678
1028218;1; ;1;2;1;1;1;3;1;4;2;1;63,47237184
1028219;1; ;1;1;1;1;1;2;1;4;2;1;339,0484742
1028220;2; ;1;2;1;1;1;3;1;4;2;1;246,4544106
1028221;2; ;1;2;1;1;1;3;1;4;2;1;164,6921897
1028222;1; ;1;2;1;1;1;3;1;5;2;1;85,74563171
1028223;2; ;1;3;1;1;1;3;1;5;4;1;310,9054839
1028224;1; ;1;1;1;1;1;2;1;5;2;1;338,6875049
1028225;2; ;1;2;1;1;1;3;1;5;4;1;399,6089337
1028226;2; ;1;2;1;1;1;3;1;5;4;1;713,1604096
1028227;1; ;1;4;1;1;1;3;2;5;4;1;494,9446382
1028228;2; ;1;2;1;1;1;3;1;5;2;1;190,9711762
1028229;1; ;1;4;1;1;1;3;2;5;4;1;333,3656668
1028230;1; ;1;3;1;1;1;3;1;5;4;1;612,1024599
1028232;1; ;1;2;1;1;1;3;1;6;2;1;77,42166095
1028233;1; ;1;2;1;1;1;3;1;6;2;1;83,23218146
1028234;2; ;1;1;1;2;1;3;1;6;1;1;286,2828704
1028235;1; ;1;4;1;1;1;3;2;6;4;1;604,0352926
1028236;2; ;1;1;1;1;1;2;1;6;2;1;513,4735706
1028237;2; ;1;2;1;1;1;3;1;4;4;1;562,6273952
1028238;2; ;1;2;1;1;1;3;1;4;4;1;886,6318606
1028239;2; ;1;2;1;1;1;3;1;5;4;1;511,9617563
1028240;2; ;1;2;1;1;1;3;1;6;4;1;1122,581878
1028241;3; ;1;2;1;1;1;3;1;6;4;1;526,7882838
1028242;3; ;1;2;1;1;1;3;1;6;4;1;665,4421688
1028243;2; ;1;2;1;1;1;3;1;6;4;1;931,2393364
1028244;2; ;1;4;1;1;1;3;2;7;4;1;353,717939
1028246;2; ;1;3;1;1;1;3;1;7;4;1;596,9678378
1028247;2; ;1;6;1;1;1;2;1;7;2;1;336,9120867
1028248;2; ;1;3;1;1;1;3;1;7;4;1;386,9046022
1028250;2; ;1;4;1;1;1;3;2;1;4;1;279,1486754
1028251;1; ;1;3;1;1;1;3;1;1;2;1;108,7838176
1028252;2; ;1;4;1;1;1;3;2;1;4;1;258,6412912
1028253;1; ;1;1;1;1;1;3;1;1;2;1;65,90533943
1028254;1; ;1;3;1;1;1;3;1;7;4;1;396,383209
1028255;2; ;1;3;1;1;1;3;1;7;4;1;732,6430519
1028256;2; ;1;3;1;1;1;2;1;1;2;1;291,6513505
1028257;1; ;1;3;1;1;1;3;1;1;4;1;727,8088713
1028259;2; ;1;3;1;1;1;3;1;1;4;1;702,2409072
1028260;1; ;1;1;1;1;1;3;1;2;2;1;110,3264244
1028262;2; ;1;2;1;1;1;3;1;2;4;2;472,8300545
1028263;2; ;1;1;1;1;1;3;1;2;4;2;912,0891548
1028264;2; ;1;2;1;1;1;3;2;2;4;2;708,5543679
1028265;1; ;1;4;1;1;1;3;2;2;4;1;400,5264585
1028266;2; ;1;4;1;1;1;3;2;2;4;1;779,8136121
1028267;1; ;1;4;1;1;1;3;2;3;4;1;432,9096918
1028269;2; ;1;2;1;1;1;3;1;3;4;2;616,2740918
1028270;2; ;1;2;1;1;1;3;2;3;4;2;334,6034892
1028271;2; ;1;4;1;1;1;3;2;3;4;1;219,5235175
1028273;1; ;1;1;1;2;1;2;2;3;1;1;408,1378382
1028274;2; ;1;3;1;1;1;3;1;3;4;1;792,7955939
1028275;1; ;1;4;1;1;1;3;2;3;4;1;304,9490033
1028276;2; ;1;6;1;1;1;2;1;3;2;1;244,3464792
1028278;1; ;1;4;1;1;1;3;2;8;4;1;120,3478195
1028279;1; ;1;1;1;1;1;3;2;8;4;1;296,4755999
1028280;1; ;1;1;1;1;1;3;2;8;4;1;165,5163721
1028281;1; ;1;1;1;1;1;3;1;8;4;1;398,6084506
1028282;2; ;1;2;2;2;1;3;2;3;6;1;14,29899939
1028283;2; ;1;3;2;2;1;3;2;3;6;1;10,92896202
1028284;2; ;1;2;2;2;1;3;2;8;6;1;10,48628599
1028285;2; ;1;3;2;2;1;3;2;8;6;1;13,85033832
1028286;1; ;1;2;1;1;1;3;2;8;4;1;229,2580893
1028287;1; ;1;2;1;1;1;3;2;8;4;1;251,8711805
1028288;1; ;1;2;1;1;1;3;1;8;4;1;417,9669862
1028289;1; ;1;2;1;1;1;3;1;8;4;1;261,7336885
1028292;2; ;1;4;1;1;1;3;2;8;4;1;230,8123086
1028293;2; ;1;3;1;1;1;3;1;8;4;1;285,4589632
1028294;2; ;1;3;1;1;1;3;1;8;4;1;338,8223482
1028295;1; ;1;2;1;1;1;3;1;8;4;1;160,2454738
1028296;2; ;1;3;1;1;1;3;1;8;4;1;249,2720443
1028298;2; ;1;3;1;1;1;3;1;3;4;1;700,6610469
1028299;1; ;1;1;1;1;1;3;1;8;4;1;219,0199337
1028300;2; ;1;3;1;1;1;3;1;8;4;1;249,2720443
1028302;1; ;1;1;1;1;1;3;1;8;4;1;219,0199337
1028305;1; ;1;4;1;1;1;3;2;5;4;1;277,5089913
1028306;3; ;1;2;2;2;1;3;2;5;6;1;26,09166962
1028308;2; ;1;1;1;1;1;3;1;5;2;1;133,1350848
1028310;2; ;1;4;1;1;1;4;2;5;4;1;178,7939089
1028311;2; ;1;3;1;1;1;3;1;5;4;1;391,7147935
1028312;1; ;1;3;1;1;1;3;1;6;2;1;210,2409293
